query_uuid,cf_index,sigma,proximity,geometric_instability,intervention_instability,is_pareto_optimal,employment_years,num_open_credit_acc,annual_income,loan_grade,credit_history,purpose,home,addr_state
bc9a4338-7699-443b-99e1-94cbcb732f6f,5,0.03,2.2948431968688965,0.014593224972486496,1.999999943436137e-09,True,0.0010178097461777,34.710691941970964,4081.840492601355,G,57.01249849266376,debt,OWN,FL
bc9a4338-7699-443b-99e1-94cbcb732f6f,6,0.03,1.7952630519866943,0.03173406794667244,2.4999999848063226e-09,True,0.0011503868757719,34.710691941970964,4081.840492601355,G,55.67597485146772,debt,OWN,CA
bc9a4338-7699-443b-99e1-94cbcb732f6f,19,0.03,1.6720937490463257,0.07242001593112946,0.2222222238779068,True,1.906290837217144,8.895644077869326,6206.597000651262,G,57.09596829224762,debt,OWN,CA
bc9a4338-7699-443b-99e1-94cbcb732f6f,28,0.03,2.197613477706909,0.024712564423680305,2.4999999848063226e-09,True,0.1134681262124475,6.944977107230974,4335.39435374047,B,57.09989100585517,educational,OWN,NE
bc9a4338-7699-443b-99e1-94cbcb732f6f,47,0.03,1.666480541229248,0.10545781999826431,0.2222222238779068,True,1.982328344633825,6.66138828945247,4216.677164347202,G,56.586355482451,debt,OWN,CA
bc9a4338-7699-443b-99e1-94cbcb732f6f,52,0.03,2.2926268577575684,0.016724122688174248,1.999999943436137e-09,True,0.0004413218709533,34.46513650783975,4122.857531390635,G,56.93610296708904,debt,OWN,FL
bc9a4338-7699-443b-99e1-94cbcb732f6f,55,0.03,2.6908321380615234,0.03094588778913021,1.6666666935449825e-09,True,0.0480685563550907,33.891502869538925,4974.294095135181,G,57.0579207706064,purchase,OWN,AZ
bc9a4338-7699-443b-99e1-94cbcb732f6f,56,0.03,2.6875674724578857,0.035765375941991806,1.6666666935449825e-09,True,0.0646658432608333,33.30435153122221,5938.234541495112,G,57.08215875155473,purchase,OWN,AZ
bc9a4338-7699-443b-99e1-94cbcb732f6f,59,0.03,1.7535629272460938,0.07424092292785645,2.4999999848063226e-09,True,0.3547125666558016,28.388218592854404,4618.93095315666,G,56.93790396861926,debt,OWN,CA
bc9a4338-7699-443b-99e1-94cbcb732f6f,74,0.03,1.8083198070526123,0.026995139196515083,2.4999999848063226e-09,True,0.0382521441975955,34.8044278314796,4081.954646714551,G,57.080582438851536,debt,OWN,CA
bc9a4338-7699-443b-99e1-94cbcb732f6f,105,0.03,2.62103009223938,0.5779184699058533,1.6666666935449825e-09,True,7.370668928895162e-05,14.963307303317034,4097.866909518741,B,57.09800078444564,small_business,RENT,NE
bc9a4338-7699-443b-99e1-94cbcb732f6f,106,0.03,2.6199800968170166,0.578356921672821,1.6666666935449825e-09,True,0.0002009720074226,14.32923441388348,4097.866909518741,B,57.09800078444564,small_business,RENT,NE
bc9a4338-7699-443b-99e1-94cbcb732f6f,126,0.03,2.2031056880950928,0.030263205990195274,1.999999943436137e-09,True,0.0297201206166287,13.100949692263187,5358.921612842415,B,57.09524593579392,educational,OWN,NE
bc9a4338-7699-443b-99e1-94cbcb732f6f,147,0.03,2.6303226947784424,0.0371505431830883,1.6666666935449825e-09,True,0.0001651635994564,19.225789437804984,4080.0309974527872,B,57.098572606085504,small_business,RENT,AR
bc9a4338-7699-443b-99e1-94cbcb732f6f,157,0.03,2.225351333618164,0.027504801750183105,1.999999943436137e-09,True,0.0020649729414186,21.449387696653165,4706.34575699674,G,57.099963156767785,debt,OWN,FL
bc9a4338-7699-443b-99e1-94cbcb732f6f,160,0.03,1.652374029159546,0.1291850358247757,2.4999999848063226e-09,True,0.0020649729414186,21.312291055703884,4797.940184744801,G,49.89353413342732,debt,OWN,CA
bc9a4338-7699-443b-99e1-94cbcb732f6f,161,0.03,1.667633295059204,0.10296070575714111,0.2777777910232544,True,2.03847401950666,7.0,47096.64556461238,G,56.70999704144461,debt,OWN,CA
bc9a4338-7699-443b-99e1-94cbcb732f6f,180,0.03,1.6797211170196533,0.05486983060836792,0.0833333358168602,True,0.0028940171351952,6.9587270615139065,42497.95596879743,B,56.728006670948446,debt,OWN,NE
bc9a4338-7699-443b-99e1-94cbcb732f6f,181,0.03,1.671323537826538,0.09115787595510483,0.3333333432674408,True,2.008999517090984,6.917099058888174,22283.939515663384,B,57.084462085140686,debt,OWN,NE
bc9a4338-7699-443b-99e1-94cbcb732f6f,191,0.03,1.4142135381698608,0.2719265818595886,0.5555555820465088,True,1.999991110475705,6.998271327712531,50042.759661702,B,8.89998617580376,debt,OWN,NE
bc9a4338-7699-443b-99e1-94cbcb732f6f,194,0.03,2.3682591915130615,0.0010563147952780128,1.999999943436137e-09,True,0.00708698841838,43.9985788405591,4082.272009038521,G,57.06963279171163,debt,OWN,FL
bc9a4338-7699-443b-99e1-94cbcb732f6f,205,0.03,2.617995500564575,0.591113805770874,1.6666666935449825e-09,True,0.1299390944788668,21.13988123008566,5396.873839232843,B,54.33937709805079,small_business,RENT,NE
36e6b027-88be-451d-8ca7-90b0c8c34642,2,0.03,2.6385340690612793,0.03287753835320473,1.6666666935449825e-09,True,1.2227791611084046e-05,7.172695828815775,4093.3272754555846,B,57.0686218998197,small_business,OWN,NE
36e6b027-88be-451d-8ca7-90b0c8c34642,3,0.03,2.6319539546966553,0.03453821316361427,1.6666666935449825e-09,True,0.0538610684230415,7.172695828815775,4093.3272754555846,B,56.13635736369624,small_business,OWN,NE
36e6b027-88be-451d-8ca7-90b0c8c34642,7,0.03,1.7172082662582397,0.016172531992197037,0.0833333358168602,True,0.0085771483891422,11.758990657993664,5182.727515672739,B,57.08182453167516,debt,RENT,NE
36e6b027-88be-451d-8ca7-90b0c8c34642,13,0.03,2.2157983779907227,0.06164482235908508,2.4999999848063226e-09,True,0.0119081850113404,10.801006140427251,4350.042836290362,B,55.943109774445794,small_business,RENT,NE
36e6b027-88be-451d-8ca7-90b0c8c34642,14,0.03,2.6409614086151123,0.03186670318245888,1.6666666935449825e-09,True,0.0013669133168571,5.283753254717285,4106.380861435748,B,57.08303303432383,small_business,OWN,NE
36e6b027-88be-451d-8ca7-90b0c8c34642,18,0.03,1.7333165407180786,0.002627301262691617,0.06666667014360428,True,1.2814084896045697e-05,2.1807132599885453,4260.278335319985,B,57.09915855542515,debt,RENT,NE
36e6b027-88be-451d-8ca7-90b0c8c34642,20,0.03,2.237415075302124,0.00044527152203954756,0.06666667014360428,True,0.0025158610001155,2.0269273128078265,4126.7455891810505,B,57.09956159450175,educational,RENT,NE
36e6b027-88be-451d-8ca7-90b0c8c34642,21,0.03,2.641864538192749,0.0037150278221815825,0.0555555559694767,True,0.0054583626130529,4.731624523812891,4298.422712130511,B,57.098871268973305,educational,OWN,NE
36e6b027-88be-451d-8ca7-90b0c8c34642,33,0.03,1.4142162799835205,0.11370066553354263,0.25,True,1.9726778013232216,12.0,30000.0,B,5.500000000010292,debt,RENT,NE
36e6b027-88be-451d-8ca7-90b0c8c34642,41,0.03,2.6420068740844727,0.0028513167053461075,0.0555555559694767,True,5.106978725197946e-05,4.671696564469029,4122.326616656756,B,57.09996868559839,educational,OWN,NE
36e6b027-88be-451d-8ca7-90b0c8c34642,44,0.03,2.237478256225586,0.00032361934427171946,0.06666667014360428,True,0.0019110951663342,2.00501377270224,4081.658416765566,B,57.09982820010358,educational,RENT,NE
36e6b027-88be-451d-8ca7-90b0c8c34642,45,0.03,2.641847848892212,0.0038557781372219324,0.0555555559694767,True,0.0045079674986032,4.747751721365622,4080.336243858451,B,57.09905853700968,educational,OWN,NE
36e6b027-88be-451d-8ca7-90b0c8c34642,50,0.03,2.6385412216186523,0.008468358777463436,0.0555555559694767,True,0.0126389639609345,7.243837279756351,4083.227795842441,B,57.09496353813839,educational,OWN,NE
36e6b027-88be-451d-8ca7-90b0c8c34642,53,0.03,2.236440896987915,0.0007484592497348785,0.06666667014360428,True,0.0004778523357988,2.4272887640298224,4098.424006666243,B,57.0994498817202,educational,RENT,NE
36e6b027-88be-451d-8ca7-90b0c8c34642,55,0.03,2.641665458679199,0.003973173443228006,0.0555555559694767,True,0.0004778523357988,4.887066746993777,4098.422698987731,B,57.09931298148577,educational,OWN,NE
36e6b027-88be-451d-8ca7-90b0c8c34642,63,0.03,2.237488269805908,0.0002584732137620449,0.06666667014360428,True,3.0117117650170337e-05,2.008151571068181,4081.389667008879,B,57.09997347014588,educational,RENT,NE
36e6b027-88be-451d-8ca7-90b0c8c34642,68,0.03,2.2369375228881836,0.0005397573113441467,0.06666667014360428,True,0.0006295769892932,2.2056781718836893,4087.235223514144,B,57.0936208770364,educational,RENT,NE
36e6b027-88be-451d-8ca7-90b0c8c34642,77,0.03,1.6717833280563354,0.03434380888938904,0.2222222238779068,True,1.970086772173984,11.9999999950937,4084.342521850961,B,53.73118775507798,debt,RENT,NE
36e6b027-88be-451d-8ca7-90b0c8c34642,80,0.03,2.641486406326294,0.004497479181736708,0.0555555559694767,True,0.001837491608541,4.967426550975456,4084.799563056876,B,57.09229448809928,educational,OWN,NE
36e6b027-88be-451d-8ca7-90b0c8c34642,82,0.03,1.6738569736480713,0.0672561302781105,0.0833333358168602,True,0.0511079350620255,11.992134997898034,5975.089712464098,B,52.78035095512634,debt,RENT,NE
36e6b027-88be-451d-8ca7-90b0c8c34642,88,0.03,2.23382830619812,0.0009989048121497035,0.06666667014360428,True,0.0010489453979409,3.5706980696340964,4080.516071004779,B,57.09980672163197,educational,RENT,NE
36e6b027-88be-451d-8ca7-90b0c8c34642,111,0.03,1.7012200355529785,0.05097075179219246,0.06666667014360428,True,0.017517777275398,8.113968550585735,49108.73367988432,B,55.26795372653413,debt,RENT,NE
36e6b027-88be-451d-8ca7-90b0c8c34642,112,0.03,2.23640775680542,0.0008272984996438026,0.06666667014360428,True,1.0319071576598768e-05,2.3740078369574813,4342.183818658094,B,57.07829269315907,educational,RENT,NE
36e6b027-88be-451d-8ca7-90b0c8c34642,116,0.03,1.721542477607727,0.018402665853500366,0.06666667014360428,True,0.0973007640858852,3.611499520352941,28819.468158155647,B,56.46940900594365,debt,RENT,NE
36e6b027-88be-451d-8ca7-90b0c8c34642,129,0.03,1.7300946712493896,0.011786367744207382,0.06666667014360428,True,0.0405503166758783,2.9686556468595224,4692.785583943885,B,57.0670358208976,debt,RENT,NE
36e6b027-88be-451d-8ca7-90b0c8c34642,130,0.03,1.726423740386963,0.012104123830795288,0.06666667014360428,True,0.0004856883993888,4.628225488899138,6003.424541309345,B,57.09999627198126,debt,RENT,NE
36e6b027-88be-451d-8ca7-90b0c8c34642,146,0.03,2.237452268600464,0.00035537456278689206,0.06666667014360428,True,3.2045723386359456e-05,2.00071158988194,4166.284426055317,B,57.09303112405636,educational,RENT,NE
36e6b027-88be-451d-8ca7-90b0c8c34642,155,0.03,2.222738027572632,0.05894731357693672,2.4999999848063226e-09,True,0.0280988173861511,12.068897673455671,4342.343995028574,B,56.870350103448025,small_business,RENT,NE
36e6b027-88be-451d-8ca7-90b0c8c34642,175,0.03,1.7327290773391724,0.003772243158891797,0.06666667014360428,True,0.0002784546959482,2.358425680915106,4100.023588442828,B,57.0972929591691,debt,RENT,NE
36e6b027-88be-451d-8ca7-90b0c8c34642,181,0.03,2.633183479309082,0.022207247093319893,0.0555555559694767,True,0.0254284776308985,8.786848711242634,4335.208870900071,B,56.50256165046725,educational,OWN,NE
36e6b027-88be-451d-8ca7-90b0c8c34642,185,0.03,2.6357343196868896,0.012255954556167126,0.0555555559694767,True,0.000804881961319,7.282298395229997,4322.104273690757,B,56.66576919727173,educational,OWN,NE
36e6b027-88be-451d-8ca7-90b0c8c34642,192,0.03,1.7028549909591675,0.021841177716851234,0.1111111119389534,True,2.0,12.0,30000.0,B,56.81563464695067,debt,RENT,NE
36e6b027-88be-451d-8ca7-90b0c8c34642,205,0.03,2.6390457153320312,0.007236761972308159,0.0555555559694767,True,0.0209435715998694,6.726817776154984,7475.702687663681,B,57.09672334435393,educational,OWN,NE
36e6b027-88be-451d-8ca7-90b0c8c34642,213,0.03,2.6414318084716797,0.005145652685314417,0.0555555559694767,True,0.000336256685562,5.041220926547485,4105.745920266844,B,57.09901949373808,educational,OWN,NE
36e6b027-88be-451d-8ca7-90b0c8c34642,216,0.03,1.6980618238449097,0.023704426363110542,0.1111111119389534,True,1.996763477669791,11.82273038512871,48221.70692084021,B,56.347493755352346,debt,RENT,NE
36e6b027-88be-451d-8ca7-90b0c8c34642,217,0.03,2.2374961376190186,0.0002567556221038103,0.06666667014360428,True,9.30140923067384e-05,2.0038833108852225,4170.164012259214,B,57.099682498923805,educational,RENT,NE
36e6b027-88be-451d-8ca7-90b0c8c34642,221,0.03,1.6716340780258179,0.07016724348068237,0.21666665375232697,True,0.0303293053314694,10.372214280866686,29350.083203541908,B,52.47868327676901,debt,RENT,NE
36e6b027-88be-451d-8ca7-90b0c8c34642,225,0.03,2.2572875022888184,0.9846264719963074,1.999999943436137e-09,True,0.0369685530470871,35.2321282819476,7434.564175268359,B,52.37720614634068,purchase,RENT,NE
36e6b027-88be-451d-8ca7-90b0c8c34642,226,0.03,2.23207950592041,0.002451469423249364,0.06666667014360428,True,0.00918906367599,4.29286784023876,4152.407096403209,B,57.074882714887146,educational,RENT,NE
36e6b027-88be-451d-8ca7-90b0c8c34642,227,0.03,2.641122341156006,0.005518500227481127,0.0555555559694767,True,0.0094030418688046,5.094951629252555,4154.88981754464,B,57.074882714887146,educational,OWN,NE
36e6b027-88be-451d-8ca7-90b0c8c34642,240,0.03,1.5822651386260986,0.11582530289888382,0.1111111119389534,True,1.9004436876208783,12.839893270799802,4750.737052546025,B,43.86990816523682,debt,RENT,NE
e380cd73-c074-4038-8378-0663ac4af005,0,0.03,2.6486752033233643,0.03658048436045647,1.6666666935449825e-09,True,9.998860934289826,41.925988531242645,4681.481436826623,G,57.09977858686177,purchase,OTHER,CO
e380cd73-c074-4038-8378-0663ac4af005,1,0.03,2.641709327697754,0.04105082526803017,1.6666666935449825e-09,True,9.998860934289826,41.925988531242645,4681.481436826623,G,55.71003009929019,purchase,OTHER,CO
e380cd73-c074-4038-8378-0663ac4af005,2,0.03,2.6411237716674805,0.034175384789705276,1.999999943436137e-09,True,7.987869560266203,41.925988531242645,4249.08043361519,G,57.09987978939214,purchase,OTHER,CO
e380cd73-c074-4038-8378-0663ac4af005,10,0.03,3.0056655406951904,0.13418342173099518,1.4285713723083404e-09,True,9.99323941178191,42.93024644303625,4080.6948672218414,E,56.59248419440253,small_business,OTHER,UT
e380cd73-c074-4038-8378-0663ac4af005,11,0.03,2.985330104827881,0.15626312792301178,1.4285713723083404e-09,True,9.994532522560498,40.37172099216379,4080.670312454198,E,54.99590122329544,small_business,OTHER,UT
e380cd73-c074-4038-8378-0663ac4af005,19,0.03,2.661445379257202,0.00946045946329832,1.6666666935449825e-09,True,9.999953312257938,43.995824583653445,4080.055013792031,G,57.09226612528029,purchase,OTHER,CO
