query_uuid,cf_index,sigma,proximity,geometric_instability,intervention_instability,is_pareto_optimal,employment_years,num_open_credit_acc,annual_income,loan_grade,credit_history,purpose,home,addr_state
b6c52e31-dca6-4ac0-99c7-2d260cf802b6,21,0.03,2.1511757373809814,0.1428578794002533,0.13333334028720856,True,0.2164147229858712,13.98118268575234,15989.011814857273,D,54.21963095671511,purchase,RENT,NE
b6c52e31-dca6-4ac0-99c7-2d260cf802b6,29,0.03,2.59543514251709,0.0442318320274353,1.6666666935449825e-09,True,0.0013528509578717,8.954914328845192,4429.127574251856,D,57.09952448914935,small_business,RENT,ID
b6c52e31-dca6-4ac0-99c7-2d260cf802b6,36,0.03,2.1775612831115723,0.03230543062090874,1.999999943436137e-09,True,1.4513763689324303e-05,2.642790964608211,4525.726566417932,C,55.2462477287078,educational,RENT,ID
b6c52e31-dca6-4ac0-99c7-2d260cf802b6,45,0.03,2.1478159427642822,0.15555472671985626,0.13333334028720856,True,0.6783859147821287,16.68454909256431,6374.818938780985,B,54.40140262679044,purchase,RENT,NE
b6c52e31-dca6-4ac0-99c7-2d260cf802b6,47,0.03,2.6065359115600586,0.0005927164456807077,1.6666666935449825e-09,True,0.0029091675186845,2.7101747422096336,4174.169946793171,D,57.09986918382592,educational,RENT,ID
b6c52e31-dca6-4ac0-99c7-2d260cf802b6,64,0.03,1.7203285694122314,1.021546721458435,0.13333334028720856,True,0.0437779689049571,34.58423052232904,4080.055098829451,G,57.09957031800395,purchase,RENT,FL
b6c52e31-dca6-4ac0-99c7-2d260cf802b6,74,0.03,2.5686168670654297,0.6078956127166748,1.6666666935449825e-09,True,0.0200506592521771,43.95738164084348,54163.45484600545,B,13.27276727906294,small_business,RENT,NE
b6c52e31-dca6-4ac0-99c7-2d260cf802b6,84,0.03,2.95424222946167,0.03333406522870064,1.4285713723083404e-09,True,0.057636740256505,9.958223850765496,4080.478722547037,B,57.09179570918743,small_business,OWN,NE
b6c52e31-dca6-4ac0-99c7-2d260cf802b6,95,0.03,2.6064696311950684,0.000998339499346912,1.6666666935449825e-09,True,0.0005960200155627,2.745467506675382,4081.7528523933593,D,57.09871616059351,educational,RENT,ID
b6c52e31-dca6-4ac0-99c7-2d260cf802b6,97,0.03,2.5881001949310303,0.052141401916742325,1.6666666935449825e-09,True,0.0552142683696117,2.745467506675382,4081.7528523933593,D,53.83807681817798,educational,RENT,ID
b6c52e31-dca6-4ac0-99c7-2d260cf802b6,104,0.03,2.1513593196868896,0.1381234973669052,0.06666667014360428,True,0.0022410373149768,13.1704519301198,4554.2051507488,D,53.77743776563965,purchase,RENT,ID
b6c52e31-dca6-4ac0-99c7-2d260cf802b6,112,0.03,2.287302017211914,0.0012300568632781506,1.999999943436137e-09,True,0.0013820309436286,43.99906042458671,4152.370011964177,G,57.09013400021268,purchase,OWN,FL
b6c52e31-dca6-4ac0-99c7-2d260cf802b6,131,0.03,2.5805137157440186,0.07648298889398575,1.6666666935449825e-09,True,0.0170290953120347,2.405789536137618,4296.984616945605,D,52.11116034501387,educational,RENT,ID
b6c52e31-dca6-4ac0-99c7-2d260cf802b6,133,0.03,2.1900198459625244,0.007271427195519209,1.999999943436137e-09,True,0.004043708529833,2.426193440817664,4292.191049258126,C,57.05038022472309,educational,RENT,ID
b6c52e31-dca6-4ac0-99c7-2d260cf802b6,134,0.03,2.172795295715332,0.08503790944814682,1.999999943436137e-09,True,0.0770973578136107,2.055592275041506,59982.890096706586,D,54.39372125941098,purchase,RENT,ID
b6c52e31-dca6-4ac0-99c7-2d260cf802b6,135,0.03,2.5976173877716064,0.03136232867836952,1.6666666935449825e-09,True,0.0028709556562123,7.229071868072063,4080.967295858551,D,57.09477524627144,educational,RENT,ID
b6c52e31-dca6-4ac0-99c7-2d260cf802b6,137,0.03,2.5877699851989746,0.05536605045199394,1.6666666935449825e-09,True,0.583815099846184,4.979969571015016,10173.854927965393,D,55.72141498198273,educational,RENT,ID
b6c52e31-dca6-4ac0-99c7-2d260cf802b6,157,0.03,2.067610263824463,0.18719525635242462,0.13333334028720856,True,0.0051877010117605,14.710295092432643,4085.758839571709,G,37.35865051638539,purchase,OWN,FL
b6c52e31-dca6-4ac0-99c7-2d260cf802b6,171,0.03,2.601719617843628,0.010871411301195621,1.6666666935449825e-09,True,0.018133930966228,2.9523450752110847,4080.2390504069326,D,56.37538878865713,educational,RENT,ID
b6c52e31-dca6-4ac0-99c7-2d260cf802b6,183,0.03,2.961560010910034,0.0065118432976305485,1.4285713723083404e-09,True,0.0154917647317738,4.625849486598529,4087.6672552813648,B,57.09989706201227,educational,OWN,NE
b6c52e31-dca6-4ac0-99c7-2d260cf802b6,197,0.03,1.6690539121627808,0.33554306626319885,0.1666666716337204,True,4.320456607626351,29.861898495196183,19741.28568391681,C,56.88922230360143,purchase,RENT,NE
b6c52e31-dca6-4ac0-99c7-2d260cf802b6,204,0.03,2.6056413650512695,0.00862524751573801,1.6666666935449825e-09,True,0.0023808081650726,2.413269216157349,4103.703669709701,D,56.808054737955686,small_business,RENT,ID
b6c52e31-dca6-4ac0-99c7-2d260cf802b6,223,0.03,2.1741297245025635,0.05491933226585388,1.999999943436137e-09,True,4.9317835632001206e-06,4.170570845076833,4350.853061898179,D,55.367489827297646,purchase,RENT,ID
180e6ef5-a62b-4beb-8450-e2c4fecdb257,4,0.03,2.3223392963409424,0.01269195694476366,1.999999943436137e-09,True,9.999939532336196,43.99612816972511,4087.471811490978,F,57.02026230536125,purchase,OTHER,UT
180e6ef5-a62b-4beb-8450-e2c4fecdb257,6,0.03,2.9688644409179688,0.21380829811096191,1.4285713723083404e-09,True,9.98277732514264,22.32353436726618,4108.729367986566,E,54.88942601467003,small_business,OTHER,UT
180e6ef5-a62b-4beb-8450-e2c4fecdb257,10,0.03,2.949084758758545,0.3472273051738739,1.4285713723083404e-09,True,1.5794293694061794,6.833223156419875,4144.6443054500605,G,57.09449505501333,educational,RENT,NE
180e6ef5-a62b-4beb-8450-e2c4fecdb257,11,0.03,2.9488673210144043,0.3474404513835907,1.4285713723083404e-09,True,1.5794293694061794,7.0569606713845525,4144.6443054500605,G,57.09449505501333,educational,RENT,NE
180e6ef5-a62b-4beb-8450-e2c4fecdb257,18,0.03,2.188021659851074,0.18911488354206085,1.999999943436137e-09,True,9.992585768937758,27.685200300736863,4116.203712772151,F,50.57805027647665,purchase,OTHER,UT
180e6ef5-a62b-4beb-8450-e2c4fecdb257,24,0.03,2.1721105575561523,0.07246916741132736,2.4999999848063226e-09,True,1.0262208899369891,11.702018189136965,4621.623195408012,F,56.91935542381716,educational,MORTGAGE,NE
180e6ef5-a62b-4beb-8450-e2c4fecdb257,36,0.03,2.2449686527252197,0.09398692846298218,1.999999943436137e-09,True,9.991161844921985,33.2914896305406,4784.685359688009,F,55.95480080234532,purchase,OTHER,UT
180e6ef5-a62b-4beb-8450-e2c4fecdb257,37,0.03,2.242394208908081,0.09662982821464539,1.999999943436137e-09,True,9.991161844921985,33.2914896305406,4784.685359688009,F,55.52398701744167,purchase,OTHER,UT
180e6ef5-a62b-4beb-8450-e2c4fecdb257,63,0.03,2.712285041809082,0.01397640909999609,1.6666666935449825e-09,True,9.94380884869076,43.91703768578311,4338.661602660174,E,55.98433830113629,purchase,OTHER,UT
180e6ef5-a62b-4beb-8450-e2c4fecdb257,64,0.03,3.0473639965057373,0.04237543046474457,1.4285713723083404e-09,True,9.9667570511373,43.07619156397219,4829.97097217832,E,54.38416652432737,small_business,OTHER,UT
180e6ef5-a62b-4beb-8450-e2c4fecdb257,95,0.03,1.6256340742111206,0.797509491443634,0.38333332538604736,True,4.259845638543105,23.513404930392795,4095.589871236869,F,56.98968643391984,purchase,MORTGAGE,NE
180e6ef5-a62b-4beb-8450-e2c4fecdb257,96,0.03,2.0956954956054688,0.39888811111450195,0.06666667014360428,True,5.0000196653638165,12.002271352153272,173809.74374449626,B,50.36932269551599,purchase,MORTGAGE,NE
180e6ef5-a62b-4beb-8450-e2c4fecdb257,101,0.03,2.1862313747406006,0.05788853392004967,0.06666667014360428,True,0.3492789213125249,11.987236553214233,4716.2209277718885,B,57.035497458568834,purchase,MORTGAGE,NE
180e6ef5-a62b-4beb-8450-e2c4fecdb257,103,0.03,3.0592284202575684,0.017019053921103477,1.4285713723083404e-09,True,9.75089423910295,43.68937014538032,4080.0752395962418,E,57.05550235343468,small_business,OTHER,UT
180e6ef5-a62b-4beb-8450-e2c4fecdb257,121,0.03,1.746706485748291,0.8741666674613953,0.14999999105930328,True,0.687692149776594,36.05868013566474,8775.737395479096,F,56.0734671694797,purchase,MORTGAGE,NE
180e6ef5-a62b-4beb-8450-e2c4fecdb257,122,0.03,1.6565704345703125,1.1228618621826172,0.3333333432674408,True,0.5972319220242175,43.08008129103011,8775.737395479096,F,18.175114039825026,purchase,MORTGAGE,NE
180e6ef5-a62b-4beb-8450-e2c4fecdb257,124,0.03,2.7189385890960693,0.005800602491945028,1.6666666935449825e-09,True,9.99232856533546,43.96097826396298,4099.69394559624,E,57.07087991915131,purchase,OTHER,UT
180e6ef5-a62b-4beb-8450-e2c4fecdb257,125,0.03,3.06449818611145,0.010343335568904877,1.4285713723083404e-09,True,9.997183464569606,43.952753122625225,4095.2214955894806,E,57.01075110437444,small_business,OTHER,UT
180e6ef5-a62b-4beb-8450-e2c4fecdb257,129,0.03,2.9714462757110596,0.08072160929441452,1.4285713723083404e-09,True,0.0003812311348755,17.65470251689217,4234.460731752931,B,56.96606142432526,educational,OTHER,NE
180e6ef5-a62b-4beb-8450-e2c4fecdb257,130,0.03,2.607534170150757,0.06034513935446739,1.6666666935449825e-09,True,0.343372696877652,17.65470251689217,6230.011274134464,B,57.07098920167611,educational,MORTGAGE,NE
180e6ef5-a62b-4beb-8450-e2c4fecdb257,147,0.03,2.156522512435913,0.12418416142463684,2.4999999848063226e-09,True,1.8598529550654588,11.83727641598867,4187.704159417054,G,56.62332865067947,purchase,MORTGAGE,NE
180e6ef5-a62b-4beb-8450-e2c4fecdb257,148,0.03,2.967435121536255,0.24899053573608398,1.4285713723083404e-09,True,0.6302193618871483,2.645300105630813,4112.381575768276,D,57.09983612488177,educational,RENT,NE
180e6ef5-a62b-4beb-8450-e2c4fecdb257,151,0.03,2.525062322616577,0.5701436400413513,1.6666666935449825e-09,True,0.6295410984413906,2.645300105630813,4112.381575768276,D,36.25924736181335,purchase,RENT,NE
180e6ef5-a62b-4beb-8450-e2c4fecdb257,152,0.03,2.564420461654663,0.5470533967018127,1.6666666935449825e-09,True,0.6448755029070457,2.0042197166408457,4101.289288973899,G,47.484464801064895,small_business,MORTGAGE,VA
180e6ef5-a62b-4beb-8450-e2c4fecdb257,167,0.03,2.9946112632751465,0.058265119791030884,1.4285713723083404e-09,True,3.280106421862331e-05,29.11056911857143,4080.989676006293,G,56.614510792341925,educational,OTHER,NE
180e6ef5-a62b-4beb-8450-e2c4fecdb257,178,0.03,2.579404592514038,0.25233137607574463,1.6666666935449825e-09,True,0.0524715276914389,24.05989603349068,4428.832827405846,B,47.30283664767898,purchase,OTHER,NE
180e6ef5-a62b-4beb-8450-e2c4fecdb257,193,0.03,2.1921133995056152,0.045501708984375,2.4999999848063226e-09,True,0.0200818961310594,12.8196895034002,4291.6557641062345,F,56.80591692593391,educational,MORTGAGE,NE
180e6ef5-a62b-4beb-8450-e2c4fecdb257,203,0.03,2.0659055709838867,0.522706925868988,0.1111111119389534,True,0.0377048388097514,6.091035789267698,4195.913531157586,G,16.644091829475464,small_business,MORTGAGE,PA
180e6ef5-a62b-4beb-8450-e2c4fecdb257,208,0.03,1.5895136594772339,0.716489851474762,0.4777778089046478,True,4.153946720312609,12.360242916813045,8897.023774567657,F,55.41833208491524,purchase,MORTGAGE,NE
180e6ef5-a62b-4beb-8450-e2c4fecdb257,221,0.03,2.139479398727417,0.10575700551271439,0.13333334028720856,True,0.4339573788541062,12.10190993739441,7195.05160425714,B,49.27512788396447,purchase,MORTGAGE,NE
180e6ef5-a62b-4beb-8450-e2c4fecdb257,226,0.03,2.300255537033081,0.03582939878106117,1.999999943436137e-09,True,9.513954935675471,43.7559818475227,4080.0006084684674,F,55.27931928542064,purchase,OTHER,UT
180e6ef5-a62b-4beb-8450-e2c4fecdb257,228,0.03,3.0400636196136475,0.04375334084033966,1.4285713723083404e-09,True,9.999658352997518,43.86502033485503,4260.915495763407,E,51.33002635294662,small_business,OTHER,UT
180e6ef5-a62b-4beb-8450-e2c4fecdb257,230,0.03,3.0400633811950684,0.04375336691737175,1.4285713723083404e-09,True,9.999658352997518,43.86502033485503,4347.391977762555,E,51.33002635294662,small_business,OTHER,UT
bc9a4338-7699-443b-99e1-94cbcb732f6f,4,0.03,2.365537166595459,0.006261789705604315,1.999999943436137e-09,True,0.0075870999935266,43.73100904861046,4086.4765499757896,G,57.018473592933184,debt,OWN,FL
