,query_uuid,sigma,proximity,geometric_instability,intervention_instability
0,026cfec7-077a-4951-8012-5e44a41bd686,0.03,2.1705615202585857,0.12129929415496007,0.04444444733010314
1,026cfec7-077a-4951-8012-5e44a41bd686,0.05,2.24705607994743,0.032791250178928276,0.010869567621039687
2,026cfec7-077a-4951-8012-5e44a41bd686,0.07,2.28157718073238,0.05523934237895777,0.016414143512376602
3,1ab692b4-13e2-44d3-9f4b-3cd71f1f00ed,0.03,2.610473972100478,0.30884668552188,0.035470087494897815
4,1ab692b4-13e2-44d3-9f4b-3cd71f1f00ed,0.05,2.6105292776356572,0.22960950486211243,0.02028985765964767
5,1ab692b4-13e2-44d3-9f4b-3cd71f1f00ed,0.07,2.5398050944010415,0.3138656564343465,0.02592592875029054
6,3a0cdc0a-b75a-43ed-9caf-f65c00644bf3,0.03,2.418588868001612,0.8129916874373831,0.08794038191759761
7,3a0cdc0a-b75a-43ed-9caf-f65c00644bf3,0.05,2.2831827131184665,0.8205093524672769,0.050505051747225124
8,3a0cdc0a-b75a-43ed-9caf-f65c00644bf3,0.07,2.065725710656908,2.1122111082077026,0.21543209690885035
9,52e849ae-51c1-4923-8831-d3a2396e4b76,0.03,2.0768258422613144,0.00830418115538123,3.124999911618964e-09
10,52e849ae-51c1-4923-8831-d3a2396e4b76,0.05,2.134813303297216,0.6351062221960588,0.1378787908364426
11,52e849ae-51c1-4923-8831-d3a2396e4b76,0.07,2.0888178944587708,0.027852252730493396,0.10277778084079424
12,71fdda35-7c20-45fa-ac46-5c684f1f4080,0.03,2.274324007936426,0.0294885519292989,0.014414417256274726
13,71fdda35-7c20-45fa-ac46-5c684f1f4080,0.05,2.167783085256815,0.05341338362586612,0.03454861353177673
14,71fdda35-7c20-45fa-ac46-5c684f1f4080,0.07,2.233522639824794,0.011751460382443978,2.358974263790751e-09
15,7f94233d-b1ca-4b6b-9911-d7d2585c0409,0.03,3.0118860216701733,0.06498699565095617,1.6676003606319818e-09
16,7f94233d-b1ca-4b6b-9911-d7d2585c0409,0.05,2.91716280190841,0.10141274170357692,0.007246378676323454
17,7f94233d-b1ca-4b6b-9911-d7d2585c0409,0.07,2.998822428459345,0.13766876239605005,0.037836841334732
18,9211c618-8a8d-4004-a3d8-7bb15567d2b3,0.03,2.855353443246139,0.06102894044747543,1.7026942224583837e-09
19,9211c618-8a8d-4004-a3d8-7bb15567d2b3,0.05,3.012745206554731,0.021136441052141446,0.001388890512664366
20,9211c618-8a8d-4004-a3d8-7bb15567d2b3,0.07,2.848200958967209,0.02733369037653688,0.05443452537158622
21,c0aa0931-5d9f-47ab-a336-42627a8dbfd5,0.03,1.5638832777738572,0.05490819188507885,3.333333109534209e-09
22,c0aa0931-5d9f-47ab-a336-42627a8dbfd5,0.05,1.5364622525546863,0.008108465172288403,3.369564955560038e-09
23,c0aa0931-5d9f-47ab-a336-42627a8dbfd5,0.07,1.5357297778129577,1.9661985635757446,0.2433333456516266
24,d86458e5-0450-44c4-b1b3-f0204a987f0d,0.03,2.132837974362903,0.10708051217109944,0.02777778158161038
25,d86458e5-0450-44c4-b1b3-f0204a987f0d,0.05,2.2133188001040756,0.057556045776311356,0.012452110297380255
26,d86458e5-0450-44c4-b1b3-f0204a987f0d,0.07,2.2455076813697814,0.0969148751576237,0.07333333586784857
27,d8e53ba2-4146-4d48-a7f3-29d2fe9438a6,0.03,2.3876493317740306,0.16075855310856632,0.049206351546594536
28,d8e53ba2-4146-4d48-a7f3-29d2fe9438a6,0.05,2.3167845408121743,0.019757036588392413,0.04478114758202935
29,d8e53ba2-4146-4d48-a7f3-29d2fe9438a6,0.07,2.3208473558011264,0.05536687262887743,0.07294686386321164
