,sigma,proximity,geometric_instability,intervention_instability
0,0.03,2.447292649171768,0.2901403240700009,0.048197905545727206
1,0.05,2.447292649171768,0.31940719047081345,0.05578764643374423
2,0.07,2.447292649171768,0.6031502589950041,0.10409185512816231
