,dataset,sigma,proximity,geometric_instability,intervention_instability
0,heloc,0.03,1.8050506630182266,0.6547655718564988,0.3701617099404335
1,heloc,0.05,1.8050506630182266,0.7612613226294518,0.40838577198386194
2,heloc,0.07,1.8050506630182266,0.867147597593069,0.43096019398868085
