,sigma,proximity,geometric_instability,intervention_instability
0,0.03,3.7857660428922357,1.9208253586272037,0.23361548707035235
1,0.05,3.7857660428922357,1.9362136335457893,0.24858245759234848
2,0.07,3.7857660428922357,1.992500754865894,0.25994083464799994
