,sigma,proximity,geometric_instability,intervention_instability
0,0.03,2.8359641519414276,0.3610925507481296,0.1429512831331084
1,0.05,2.8359641519414276,0.3398075834754072,0.1697191799145848
2,0.07,2.8359641519414276,0.3626595118419588,0.18035218382665247
