,query_uuid,sigma,proximity,geometric_instability,intervention_instability
0,180e6ef5-a62b-4beb-8450-e2c4fecdb257,0.03,2.4752616448835894,0.24757651193067431,0.052188554677124084
1,180e6ef5-a62b-4beb-8450-e2c4fecdb257,0.05,2.478400635719299,0.13554877386428416,0.03888889116391182
2,180e6ef5-a62b-4beb-8450-e2c4fecdb257,0.07,2.6657380561033883,0.16492305797873996,0.025308644473421002
3,36e6b027-88be-451d-8ca7-90b0c8c34642,0.03,2.182571579770344,0.045222108233890425,0.06991870085470064
4,36e6b027-88be-451d-8ca7-90b0c8c34642,0.05,2.1858428543264217,0.03180372318787373,0.14806637743657286
5,36e6b027-88be-451d-8ca7-90b0c8c34642,0.07,2.171024599590817,0.0506296854755665,0.08622908702975995
6,77db3f44-1148-413a-95ac-59673e434eef,0.03,1.821926236152649,0.0913429417001504,0.09318996713059491
7,77db3f44-1148-413a-95ac-59673e434eef,0.05,1.823243396622794,0.11659108227883865,0.03769841576533066
8,77db3f44-1148-413a-95ac-59673e434eef,0.07,1.8586697748729162,0.129288887887794,0.09761905232549797
9,88ee7ddf-bc9f-49e1-83a2-0774b0a4e4c5,0.03,2.636636997524061,0.151540903575216,0.08615288332895818
10,88ee7ddf-bc9f-49e1-83a2-0774b0a4e4c5,0.05,2.679600986274513,0.12764250081837983,0.025675678399085092
11,88ee7ddf-bc9f-49e1-83a2-0774b0a4e4c5,0.07,2.596997173208939,0.18753647867982326,0.11471387077318995
12,94c807c6-8100-472e-8403-346018b122d7,0.03,2.4865166790345135,0.06272588117737506,0.15806100612893448
13,94c807c6-8100-472e-8403-346018b122d7,0.05,2.5043801239558627,0.060979867676553334,0.1026077132206036
14,94c807c6-8100-472e-8403-346018b122d7,0.07,2.525368375778198,0.09537330159597332,0.081000002586742
15,9bc3f69e-9c97-495f-8382-b164db619917,0.03,2.40379320491444,0.29294978724051773,0.04368687049819467
16,9bc3f69e-9c97-495f-8382-b164db619917,0.05,2.415000408887863,0.2798566075580311,0.09239418037792087
17,9bc3f69e-9c97-495f-8382-b164db619917,0.07,2.398562952324196,0.37798218263520134,0.13018812694483334
18,b6c52e31-dca6-4ac0-99c7-2d260cf802b6,0.03,2.3810162596080615,0.1343477887794902,0.033333336193476885
19,b6c52e31-dca6-4ac0-99c7-2d260cf802b6,0.05,2.4447544446358314,0.20480872714184584,0.035470087428963744
20,b6c52e31-dca6-4ac0-99c7-2d260cf802b6,0.07,2.4622989402097812,0.14663308752728077,0.08545751808840041
21,bc9a4338-7699-443b-99e1-94cbcb732f6f,0.03,2.1128717609073804,0.1275354358519468,0.07367150149608163
22,bc9a4338-7699-443b-99e1-94cbcb732f6f,0.05,2.254693563779195,0.13012161729275248,0.12944444818907216
23,bc9a4338-7699-443b-99e1-94cbcb732f6f,0.07,2.091077600916227,0.10738823066882712,0.03819444722573468
24,d52a9aae-5f24-42d2-8eca-528faec4343b,0.03,2.330813794032387,0.07728134508531935,0.014492755953656818
25,d52a9aae-5f24-42d2-8eca-528faec4343b,0.05,2.335494171018186,0.0725122860129214,0.04803312733087591
26,d52a9aae-5f24-42d2-8eca-528faec4343b,0.07,2.344489812850952,0.11178261902241501,0.05493827244604406
27,e380cd73-c074-4038-8378-0663ac4af005,0.03,2.4671942511120357,0.2919655953458435,0.0753753776962597
28,e380cd73-c074-4038-8378-0663ac4af005,0.05,2.421159517380499,0.43650186073876196,0.1844598113769485
29,e380cd73-c074-4038-8378-0663ac4af005,0.07,2.494308236667088,0.37906852215528486,0.04222222300742251
