,,proximity,proximity,proximity,proximity,proximity,proximity,proximity,proximity,geometric_instability,geometric_instability,geometric_instability,geometric_instability,geometric_instability,geometric_instability,geometric_instability,geometric_instability,intervention_instability,intervention_instability,intervention_instability,intervention_instability,intervention_instability,intervention_instability,intervention_instability,intervention_instability
,,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max
query_uuid,sigma,,,,,,,,,,,,,,,,,,,,,,,,
03e67c1d-479e-4805-b039-be17edadfdfa,0.03,42.0,2.2505143710545132,0.22284524280963267,2.0,2.000001907348633,2.4494898319244385,2.4494898319244385,2.4585142135620117,42.0,1.004925396958632,0.6220622811667449,0.029307706281542778,0.49064450711011887,0.9614022672176361,1.4295611381530762,2.0003154277801514,42.0,0.10793651407481034,0.15740357884119416,3.3333329430007552e-09,4.999999969612645e-09,4.999999969612645e-09,0.2152777835726738,0.6666666865348816
03e67c1d-479e-4805-b039-be17edadfdfa,0.05,42.0,2.2505143710545132,0.22284524280963267,2.0,2.000001907348633,2.4494898319244385,2.4494898319244385,2.4585142135620117,42.0,1.1824392067889373,0.5614487932920292,0.07854975014925003,0.9712203145027161,1.4164193272590637,1.6116018295288086,2.351560115814209,42.0,0.10939153937638846,0.15587215426447112,3.3333329430007552e-09,4.999999969612645e-09,0.041666670408430084,0.1666666716337204,0.6666666865348816
03e67c1d-479e-4805-b039-be17edadfdfa,0.07,42.0,2.2505143710545132,0.22284524280963267,2.0,2.000001907348633,2.4494898319244385,2.4494898319244385,2.4585142135620117,42.0,1.4394047664744514,0.4309736538343685,0.39368799328804016,1.3400025069713593,1.4792813062667847,1.6389649212360382,2.1718156337738037,42.0,0.3013227603265217,0.10863226208168347,0.13333334028720856,0.19285714626312256,0.31111112236976624,0.31884920597076416,0.5571429133415222
22870c6a-0b15-4c58-929b-59bf854d2c7a,0.03,32.0,2.3051063269376755,0.31195920827498824,1.5666618347167969,2.0,2.4494898319244385,2.4494927525520325,2.832923412322998,32.0,1.112188579631038,0.5555976926501831,0.06232862547039986,0.9299880117177963,1.2155926823616028,1.4196857213974,2.0079360008239746,32.0,0.15503472763453197,0.16360606633071909,3.3333329430007552e-09,4.583333212959673e-09,0.0833333358168602,0.3333333432674408,0.5
22870c6a-0b15-4c58-929b-59bf854d2c7a,0.05,32.0,2.3051063269376755,0.31195920827498824,1.5666618347167969,2.0,2.4494898319244385,2.4494927525520325,2.832923412322998,32.0,1.1630560420453548,0.5678911876984498,0.14295701682567596,0.5434635281562805,1.4237156510353088,1.6132118701934814,2.0212411880493164,32.0,0.2986111214850098,0.13109746081248508,0.1111111119389534,0.1666666716337204,0.2916666865348816,0.3888889253139496,0.694444477558136
22870c6a-0b15-4c58-929b-59bf854d2c7a,0.07,32.0,2.3051063269376755,0.31195920827498824,1.5666618347167969,2.0,2.4494898319244385,2.4494927525520325,2.832923412322998,32.0,1.2810551533475518,0.4652687042702858,0.14171560108661652,1.0412845313549042,1.3164933919906616,1.6171140670776367,2.012263536453247,32.0,0.23611111571941568,0.16125627100180373,3.3333329430007552e-09,0.1111111119389534,0.2361111119389534,0.38749999552965164,0.5
30eb75a4-a9fd-4b7b-9aec-af379619000e,0.03,12.0,1.90236892302831,0.2280170710194388,1.4142135381698608,2.0,2.0,2.0,2.0,12.0,0.9307713188851873,0.5185000796735713,0.05105866864323616,0.5057854130864143,0.9687280058860779,1.4151973724365234,1.415251612663269,12.0,0.36574077544113,0.13286606602271928,0.1111111119389534,0.2777777910232544,0.3888889253139496,0.5000000596046448,0.5000000596046448
30eb75a4-a9fd-4b7b-9aec-af379619000e,0.05,12.0,1.90236892302831,0.2280170710194388,1.4142135381698608,2.0,2.0,2.0,2.0,12.0,0.7757069226354361,0.36602918630286,0.07000011950731277,0.5171153545379639,0.8405801355838776,0.9694253206253052,1.4159961938858032,12.0,0.15740741563057103,0.14180442102209714,4.999999969612645e-09,8.749999946822129e-09,0.1666666716337204,0.2500000037252903,0.3888889253139496
30eb75a4-a9fd-4b7b-9aec-af379619000e,0.07,12.0,1.90236892302831,0.2280170710194388,1.4142135381698608,2.0,2.0,2.0,2.0,12.0,1.124568414563934,0.4192580834108871,0.10458340495824814,0.9840627759695053,1.301239252090454,1.4183300733566284,1.4183300733566284,12.0,0.3564814900358518,0.10909363458967136,0.1666666716337204,0.2777777910232544,0.3888889253139496,0.4236111044883728,0.5
3c61b51c-57a3-4d9b-b654-f1e3576a94df,0.03,6.0,2.0605198740959167,0.3815087615330109,1.4142135381698608,2.0,2.0249630212783813,2.3495988845825195,2.4494898319244385,6.0,1.0209816545248032,0.5428954081792264,0.04606947302818298,0.9582128077745438,1.0487813353538513,1.345232605934143,1.6101847887039185,6.0,0.29629630762112297,0.1814436900365287,9.99999993922529e-09,0.2500000037252903,0.3333333432674408,0.3333333432674408,0.5555555820465088
3c61b51c-57a3-4d9b-b654-f1e3576a94df,0.05,6.0,2.0605198740959167,0.3815087615330109,1.4142135381698608,2.0,2.0249630212783813,2.3495988845825195,2.4494898319244385,6.0,0.9480582748850187,0.5788236235831722,0.15960262715816498,0.4785732477903366,1.1875722110271454,1.4114567935466766,1.4252773523330688,6.0,0.4824074109395345,0.12709560513186385,0.36666667461395264,0.38333333283662796,0.4416666626930237,0.570833332836628,0.6666666865348816
3c61b51c-57a3-4d9b-b654-f1e3576a94df,0.07,6.0,2.0605198740959167,0.3815087615330109,1.4142135381698608,2.0,2.0249630212783813,2.3495988845825195,2.4494898319244385,6.0,0.9342783192793528,0.5431832567735183,0.14354759454727173,0.6348680853843689,0.940999835729599,1.3109052181243896,1.6130914688110352,6.0,0.2814814920226733,0.14322850384114685,0.1666666716337204,0.180555559694767,0.2500000074505806,0.2986111342906952,0.550000011920929
6a15a9d2-d8a7-4388-a3f7-7c346043cccd,0.03,21.0,2.0050639992668513,0.28054282754003146,1.4142135381698608,2.0,2.0,2.0,2.8284270763397217,21.0,1.3512843469423907,0.5141727184404141,0.05239878222346306,1.1611934900283813,1.4152302742004395,1.6104140281677246,2.4500768184661865,21.0,0.22619048235271272,0.19049272230995676,4.999999969612645e-09,9.99999993922529e-09,0.1666666716337204,0.3333333432674408,0.5833333134651184
6a15a9d2-d8a7-4388-a3f7-7c346043cccd,0.05,21.0,2.0050639992668513,0.28054282754003146,1.4142135381698608,2.0,2.0,2.0,2.8284270763397217,21.0,1.3320852028472083,0.49217279030693606,0.06408246606588364,1.4158287048339844,1.415828824043274,1.6110292673110962,2.001142740249634,21.0,0.26058201681838267,0.17089005155959455,4.999999969612645e-09,0.1666666716337204,0.1666666716337204,0.3333333432674408,0.5555555820465088
6a15a9d2-d8a7-4388-a3f7-7c346043cccd,0.07,21.0,2.0050639992668513,0.28054282754003146,1.4142135381698608,2.0,2.0,2.0,2.8284270763397217,21.0,1.142673061007545,0.5215399150577738,0.15121686458587646,1.0037956237792969,1.2093380689620972,1.4231055974960327,2.305429220199585,21.0,0.18121693556893664,0.187086793856333,4.999999969612645e-09,4.999999969612645e-09,0.1666666716337204,0.3333333432674408,0.5833333134651184
d8a31397-7373-4667-a86f-9a2f0ea8dfda,0.03,9.0,1.9697118600209553,0.367783467702695,1.4142135381698608,2.0,2.0,2.0,2.4494898319244385,9.0,1.1401625263194244,0.5883570897739118,0.04777507856488228,0.9577467441558838,1.154459834098816,1.6102237701416016,1.8053759336471558,9.0,0.3944444689485762,0.14714359888352557,0.1666666716337204,0.3333333432674408,0.3888889253139496,0.46666666865348816,0.6111111640930176
d8a31397-7373-4667-a86f-9a2f0ea8dfda,0.05,9.0,1.9697118600209553,0.367783467702695,1.4142135381698608,2.0,2.0,2.0,2.4494898319244385,9.0,0.9071621431244744,0.5332389434582969,0.20125341415405273,0.5350915789604187,0.7189116477966309,1.4174221754074097,1.8075617551803589,9.0,0.2907407499021954,0.14153044043402682,0.1666666716337204,0.1666666716337204,0.2222222238779068,0.3333333432674408,0.5333333611488342
d8a31397-7373-4667-a86f-9a2f0ea8dfda,0.07,9.0,1.9697118600209553,0.367783467702695,1.4142135381698608,2.0,2.0,2.0,2.4494898319244385,9.0,0.9367357997430695,0.5215758762064423,0.0804627314209938,0.5648491978645325,0.9678047299385071,1.1749324798583984,1.8061975240707397,9.0,0.2969135915239652,0.14183300163585294,0.1111111119389534,0.20000000298023224,0.2777777910232544,0.3888889253139496,0.5555555820465088
da87ab59-c9f8-496a-80d2-957a59773921,0.03,12.0,1.9772838950157166,0.3139457855087812,1.4142135381698608,2.0,2.0,2.0,2.4494898319244385,12.0,0.9652152406051755,0.6665773449526746,0.03819995000958443,0.37646198738366365,1.1847960352897644,1.414850115776062,2.000450372695923,12.0,0.31481482110634645,0.23370981312781233,4.999999969612645e-09,0.08333333645421503,0.3333333432674408,0.5,0.6666666865348816
da87ab59-c9f8-496a-80d2-957a59773921,0.05,12.0,1.9772838950157166,0.3139457855087812,1.4142135381698608,2.0,2.0,2.0,2.4494898319244385,12.0,1.103592370947202,0.3547311079884182,0.5541431307792664,0.9147738069295883,0.9896963536739349,1.3999866247177124,1.6704219579696655,12.0,0.2986111231148243,0.07216878925381191,0.1666666716337204,0.2847222425043583,0.3333333432674408,0.3333333432674408,0.3888889253139496
