,dataset,sigma,proximity,geometric_instability,intervention_instability
0,lending,0.03,2.0962081445655243,1.0465531724831325,0.20369431251410022
1,lending,0.05,2.0962081445655243,1.1233470532948595,0.23536379839666918
2,lending,0.07,2.0962081445655243,1.1942490956504939,0.30033841751859697
