selector,query_uuid,sigma,selected_cf_index,proximity,geometric_instability,intervention_instability
min_proximity,0663b21b-64e1-4d9e-8056-d411728f1ab4,0.03,1,1.4142135381698608,0.05109339952468872,9.99999993922529e-09
min_geo,0663b21b-64e1-4d9e-8056-d411728f1ab4,0.03,1,1.4142135381698608,0.05109339952468872,9.99999993922529e-09
weighted_sum_equal,0663b21b-64e1-4d9e-8056-d411728f1ab4,0.03,1,1.4142135381698608,0.05109339952468872,9.99999993922529e-09
weighted_sum_prox_heavy,0663b21b-64e1-4d9e-8056-d411728f1ab4,0.03,1,1.4142135381698608,0.05109339952468872,9.99999993922529e-09
pareto_knee,0663b21b-64e1-4d9e-8056-d411728f1ab4,0.03,1,1.4142135381698608,0.05109339952468872,9.99999993922529e-09
pareto_lex,0663b21b-64e1-4d9e-8056-d411728f1ab4,0.03,13,2.0,0.05109339952468872,4.999999969612645e-09
random,0663b21b-64e1-4d9e-8056-d411728f1ab4,0.03,20,2.0,2.0006635189056396,0.5555555820465088
min_proximity,3c376d6d-6e99-4d56-a920-5a6668c275be,0.03,1,2.0,0.720335066318512,0.1666666716337204
min_geo,3c376d6d-6e99-4d56-a920-5a6668c275be,0.03,6,2.0,0.08212684839963913,0.1666666716337204
weighted_sum_equal,3c376d6d-6e99-4d56-a920-5a6668c275be,0.03,17,2.0,0.5253353714942932,4.999999969612645e-09
weighted_sum_prox_heavy,3c376d6d-6e99-4d56-a920-5a6668c275be,0.03,17,2.0,0.5253353714942932,4.999999969612645e-09
pareto_knee,3c376d6d-6e99-4d56-a920-5a6668c275be,0.03,17,2.0,0.5253353714942932,4.999999969612645e-09
pareto_lex,3c376d6d-6e99-4d56-a920-5a6668c275be,0.03,6,2.0,0.08212684839963913,0.1666666716337204
random,3c376d6d-6e99-4d56-a920-5a6668c275be,0.03,7,2.4494898319244385,1.7614425420761108,0.4444444477558136
min_proximity,092139b1-9968-4b35-94fb-cdfba9a89f72,0.03,0,1.4142135381698608,0.5198479294776917,9.99999993922529e-09
min_geo,092139b1-9968-4b35-94fb-cdfba9a89f72,0.03,2,1.4142135381698608,0.06330457329750061,9.99999993922529e-09
weighted_sum_equal,092139b1-9968-4b35-94fb-cdfba9a89f72,0.03,2,1.4142135381698608,0.06330457329750061,9.99999993922529e-09
weighted_sum_prox_heavy,092139b1-9968-4b35-94fb-cdfba9a89f72,0.03,2,1.4142135381698608,0.06330457329750061,9.99999993922529e-09
pareto_knee,092139b1-9968-4b35-94fb-cdfba9a89f72,0.03,2,1.4142135381698608,0.06330457329750061,9.99999993922529e-09
pareto_lex,092139b1-9968-4b35-94fb-cdfba9a89f72,0.03,2,1.4142135381698608,0.06330457329750061,9.99999993922529e-09
random,092139b1-9968-4b35-94fb-cdfba9a89f72,0.03,0,1.4142135381698608,0.5198479294776917,9.99999993922529e-09
min_proximity,4cd29f08-1e38-4605-9cee-eccc1c7d90e9,0.03,0,1.4142135381698608,0.059171658009290695,9.99999993922529e-09
