,dataset,sigma,proximity,geometric_instability,intervention_instability
0,adult,0.03,2.151283782355639,0.9045633533462679,0.24232804997251947
1,adult,0.05,2.151283782355639,0.8443822308513177,0.23363568373128657
2,adult,0.07,2.151283782355639,1.0318189232996633,0.31759800202979926
