,sigma,proximity,geometric_instability,intervention_instability
0,0.03,1.1430373046925475,0.04702634301179661,0.3749760999497904
1,0.05,1.1430373046925475,0.10366958819599037,0.2872920371311983
2,0.07,1.1430373046925475,0.1843832364520651,0.3747370471622033
