,query_uuid,sigma,proximity,geometric_instability,intervention_instability
0,0aeb81b5-77ac-4af5-ab72-510c467ad887,0.03,0.6374129426479339,0.18675261358420053,0.31129101116406765
1,0aeb81b5-77ac-4af5-ab72-510c467ad887,0.05,0.6374129426479339,0.2582201913992564,0.24037037810085196
2,0aeb81b5-77ac-4af5-ab72-510c467ad887,0.07,0.6374129426479339,0.3259237174193064,0.3428677333394686
3,12bc0ca8-a9bf-4f1c-92ac-c0f2aee8a5d7,0.03,0.7567903409744131,0.20958787545390511,0.23427295162758247
4,12bc0ca8-a9bf-4f1c-92ac-c0f2aee8a5d7,0.05,0.7567903409744131,0.24993702478107366,0.30493524613584055
5,12bc0ca8-a9bf-4f1c-92ac-c0f2aee8a5d7,0.07,0.7567903409744131,0.27954195371304436,0.2600255483542964
6,19057309-161f-4fcb-97bb-248d44edd3bf,0.03,0.5570493607378718,0.19857268836071243,0.30905789248089294
7,19057309-161f-4fcb-97bb-248d44edd3bf,0.05,0.5570493607378718,0.25449292206052526,0.3263089437760524
8,19057309-161f-4fcb-97bb-248d44edd3bf,0.07,0.5570493607378718,0.25834644863854594,0.3188936338736163
9,423e6117-8acd-4a0a-af54-d3efc745c0ac,0.03,0.45954084764053293,0.1838505252615198,0.32456195924332243
10,423e6117-8acd-4a0a-af54-d3efc745c0ac,0.05,0.45954084764053293,0.2723671788132036,0.38932180772354075
11,423e6117-8acd-4a0a-af54-d3efc745c0ac,0.07,0.45954084764053293,0.34382644140875185,0.4405792727098837
12,477d6aac-1a0e-42fd-9766-d0a81cc16edd,0.03,0.6397240232337605,0.19167835089293392,0.1980808181894389
13,477d6aac-1a0e-42fd-9766-d0a81cc16edd,0.05,0.6397240232337605,0.2576230842958797,0.290707078356902
14,477d6aac-1a0e-42fd-9766-d0a81cc16edd,0.07,0.6397240232337605,0.3946850977160714,0.2950505179046076
15,76e6e03f-1a6e-42ac-bb9a-3426fe2f25a4,0.03,0.6575600083669026,0.14926649123430252,0.1845925998897694
16,76e6e03f-1a6e-42ac-bb9a-3426fe2f25a4,0.05,0.6575600083669026,0.2337188744544983,0.18333334130302273
17,76e6e03f-1a6e-42ac-bb9a-3426fe2f25a4,0.07,0.6575600083669026,0.3363756163914998,0.21074074800092976
18,8bb4e63f-b1a7-45f1-91a8-bf194a76f331,0.03,0.3678218119523742,0.16722920536994934,0.2247474821347774
19,8bb4e63f-b1a7-45f1-91a8-bf194a76f331,0.05,0.3678218119523742,0.27064679021185095,0.5000000013546511
20,8bb4e63f-b1a7-45f1-91a8-bf194a76f331,0.07,0.3678218119523742,0.320669797333804,0.47171717611226166
21,bab4288f-e62a-4af1-b9c5-ca70d8345ebe,0.03,0.25257487206355383,0.2082281177458556,0.5120773134024247
22,bab4288f-e62a-4af1-b9c5-ca70d8345ebe,0.05,0.25257487206355383,0.24730404887510382,0.5253623296385226
23,bab4288f-e62a-4af1-b9c5-ca70d8345ebe,0.07,0.25257487206355383,0.3143252989520197,0.4202898628498476
24,e1b766ca-59a1-4169-94f9-6cdb6b5c9a2e,0.03,0.38285889517177235,0.15634575892578473,0.24535354516478763
25,e1b766ca-59a1-4169-94f9-6cdb6b5c9a2e,0.05,0.38285889517177235,0.27505139925263145,0.5176767858591946
26,e1b766ca-59a1-4169-94f9-6cdb6b5c9a2e,0.07,0.38285889517177235,0.3364062092520974,0.4025252642065527
27,eac622d2-007b-4bbe-a680-06db679ec27c,0.03,0.24246321246027946,0.12765968653062978,0.05555556304457343
28,eac622d2-007b-4bbe-a680-06db679ec27c,0.05,0.24246321246027946,0.2403009682893753,0.28240741231371086
29,eac622d2-007b-4bbe-a680-06db679ec27c,0.07,0.24246321246027946,0.38289648046096164,0.7499999850988388
