,query_uuid,sigma,proximity,geometric_instability,intervention_instability
0,00c5b151-72c9-4bbc-8d92-fd6a055efb04,0.03,0.2549078166484833,0.25073036551475525,0.5333333611488342
1,00c5b151-72c9-4bbc-8d92-fd6a055efb04,0.05,0.2549078166484833,0.3329049348831177,0.8111111521720886
2,00c5b151-72c9-4bbc-8d92-fd6a055efb04,0.07,0.2549078166484833,0.3758026659488678,0.7833333015441895
3,1051b146-9d73-410d-bc8b-9bb5ee07efa1,0.03,0.20795610547065735,0.16745997965335846,0.6666666865348816
4,1051b146-9d73-410d-bc8b-9bb5ee07efa1,0.05,0.20795610547065735,0.2592482566833496,0.7777778506278992
5,1051b146-9d73-410d-bc8b-9bb5ee07efa1,0.07,0.20795610547065735,0.32852378487586975,0.3333333432674408
6,32c354d8-0e18-456d-9a56-3d5f86dbc542,0.03,0.42535603046417236,0.3099219799041748,0.3333333432674408
7,32c354d8-0e18-456d-9a56-3d5f86dbc542,0.05,0.42535603046417236,0.23209846019744873,0.2222222238779068
8,32c354d8-0e18-456d-9a56-3d5f86dbc542,0.07,0.42535603046417236,0.37351906299591064,0.4611111581325531
9,48f6fff0-ca07-4e53-b663-3de41b6bcda2,0.03,0.26678895950317383,0.11325323581695557,0.06666667014360428
10,48f6fff0-ca07-4e53-b663-3de41b6bcda2,0.05,0.26678895950317383,0.23747210204601288,0.380952388048172
11,48f6fff0-ca07-4e53-b663-3de41b6bcda2,0.07,0.26678895950317383,0.28043320775032043,0.4777778089046478
12,7416dbea-0ac5-452b-b829-f14c9748d9a3,0.03,0.29405486583709717,0.2511318624019623,0.6047618985176086
13,7416dbea-0ac5-452b-b829-f14c9748d9a3,0.05,0.29405486583709717,0.2680746018886566,0.43333330750465393
14,7416dbea-0ac5-452b-b829-f14c9748d9a3,0.07,0.29405486583709717,0.24222548305988312,0.569444477558136
15,7420fca1-0e09-4416-a4ce-5073abc1f415,0.03,0.235531285405159,0.15604180097579956,0.2222222238779068
16,7420fca1-0e09-4416-a4ce-5073abc1f415,0.05,0.235531285405159,0.2583584785461426,0.5555555820465088
17,7420fca1-0e09-4416-a4ce-5073abc1f415,0.07,0.235531285405159,0.3739478588104248,0.6666666865348816
18,846c5448-c385-4977-8c23-324baff347f1,0.03,0.39019501209259033,0.23581302165985107,0.5873015522956848
19,846c5448-c385-4977-8c23-324baff347f1,0.05,0.39019501209259033,0.26142776012420654,0.5555555820465088
20,846c5448-c385-4977-8c23-324baff347f1,0.07,0.39019501209259033,0.32209083437919617,0.5666666626930237
21,9632cfe5-408c-4658-b47d-2e840769d193,0.03,0.18684089183807373,0.15674345195293427,0.3333333432674408
22,9632cfe5-408c-4658-b47d-2e840769d193,0.05,0.18684089183807373,0.22271771728992462,0.6666666865348816
23,9632cfe5-408c-4658-b47d-2e840769d193,0.07,0.18684089183807373,0.2957186996936798,1.0
24,da460fce-72ec-47a1-bc64-481446da9eb1,0.03,0.125,0.19556719064712524,0.8333333134651184
25,da460fce-72ec-47a1-bc64-481446da9eb1,0.05,0.125,0.2754439413547516,0.7222222685813904
26,da460fce-72ec-47a1-bc64-481446da9eb1,0.07,0.125,0.30722784996032715,1.0
27,f63f1c72-5bea-45f3-b6a8-7248c30798a2,0.03,0.43692371249198914,0.2408551424741745,0.4238095283508301
28,f63f1c72-5bea-45f3-b6a8-7248c30798a2,0.05,0.43692371249198914,0.2076212614774704,0.29999998211860657
29,f63f1c72-5bea-45f3-b6a8-7248c30798a2,0.07,0.43692371249198914,0.27788713574409485,0.17777778208255768
