,dataset,sigma,proximity,geometric_instability,intervention_instability
0,adult,0.03,0.8709559917449952,0.2469747890951112,0.20000000599011608
1,adult,0.05,0.8709559917449952,0.5787772899493575,0.3611111233796501
2,adult,0.07,0.8709559917449952,0.707381971180439,0.4027777855726738
