,dataset,sigma,proximity,geometric_instability,intervention_instability
0,german,0.03,1.9161917448043824,0.5026178538799286,0.10555555939108521
1,german,0.05,1.9161917448043824,1.0157902829349041,0.2605555619652512
2,german,0.07,1.9161917448043824,0.8793518297374249,0.2209523884874356
