,dataset,sigma,proximity,geometric_instability,intervention_instability
0,compas,0.03,0.09680561497807502,0.26133089791983366,0.2666666726337204
1,compas,0.05,0.09680561497807502,0.1218744623940438,0.300000004
2,compas,0.07,0.09680561497807502,0.29776985477656126,0.3166666746337204
