,dataset,sigma,proximity,geometric_instability,intervention_instability
0,heloc,0.03,0.2823554679751396,0.2077518031001091,0.460476192086935
1,heloc,0.05,0.2823554679751396,0.25553675144910815,0.5425397023558617
2,heloc,0.07,0.2823554679751396,0.31773765832185746,0.6036111220717431
