,dataset,sigma,proximity,geometric_instability,intervention_instability
0,lending,0.03,2.222223038673401,1.0276020507514476,0.2288888944495343
1,lending,0.05,2.222223038673401,1.278202582038939,0.29906349497602713
2,lending,0.07,2.222223038673401,1.1678841821849346,0.2622460351594249
