,,proximity,proximity,proximity,proximity,proximity,proximity,proximity,proximity,geometric_instability,geometric_instability,geometric_instability,geometric_instability,geometric_instability,geometric_instability,geometric_instability,geometric_instability,intervention_instability,intervention_instability,intervention_instability,intervention_instability,intervention_instability,intervention_instability,intervention_instability,intervention_instability
,,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max
query_uuid,sigma,,,,,,,,,,,,,,,,,,,,,,,,
10ae5ffd-b128-4efa-817d-e7e19d9b0936,0.03,5.0,2.232896065711975,0.5781187935839874,1.5036875009536743,2.001354932785034,2.154937505722046,2.431318759918213,3.073181629180908,5.0,1.7613428950309753,0.581108411023837,0.8572857975959778,1.6692237854003906,1.7790457010269165,2.0990469455718994,2.4021122455596924,5.0,0.4754497244954109,0.2746703260594261,0.1111111119389534,0.2738095223903656,0.5472221970558167,0.6990740299224854,0.7460317611694336
10ae5ffd-b128-4efa-817d-e7e19d9b0936,0.05,5.0,2.232896065711975,0.5781187935839874,1.5036875009536743,2.001354932785034,2.154937505722046,2.431318759918213,3.073181629180908,5.0,1.607417519390583,1.0272072129038314,0.12232450395822525,1.0944645404815674,1.7497819662094116,2.4647176265716553,2.6057989597320557,5.0,0.4993121810257435,0.30127894142302397,0.0555555559694767,0.4047619104385376,0.5714285969734192,0.5851852297782898,0.8796296119689941
10ae5ffd-b128-4efa-817d-e7e19d9b0936,0.07,5.0,2.232896065711975,0.5781187935839874,1.5036875009536743,2.001354932785034,2.154937505722046,2.431318759918213,3.073181629180908,5.0,1.5614429354667663,0.7980764179887028,0.5745664238929749,1.2193247079849243,1.2505393028259277,2.2935304641723633,2.4692537784576416,5.0,0.4384656138718128,0.283840211387994,0.0555555559694767,0.2857142984867096,0.4391534626483917,0.6380952596664429,0.7738094925880432
2c72e1df-37fe-4177-b794-7ea58a0b1c9f,0.03,5.0,2.7518158912658692,0.20698136219755825,2.381934642791748,2.8284311294555664,2.84800124168396,2.848001480102539,2.8527109622955322,5.0,1.5375645518302918,0.4448785927062684,0.9918807148933411,1.346788763999939,1.369973063468933,1.8877066373825073,2.0914735794067383,5.0,0.2835714191198349,0.11661785053162492,0.1309523731470108,0.2202380895614624,0.28148147463798523,0.35185185074806213,0.43333330750465393
2c72e1df-37fe-4177-b794-7ea58a0b1c9f,0.05,5.0,2.7518158912658692,0.20698136219755825,2.381934642791748,2.8284311294555664,2.84800124168396,2.848001480102539,2.8527109622955322,5.0,1.3791518092155457,0.54485487671677,0.799645721912384,1.1657971143722534,1.1677945852279663,1.5226377248764038,2.2398838996887207,5.0,0.25711640864610674,0.141191073264983,0.095238097012043,0.2083333283662796,0.2222222238779068,0.28042328357696533,0.47936511039733887
2c72e1df-37fe-4177-b794-7ea58a0b1c9f,0.07,5.0,2.7518158912658692,0.20698136219755825,2.381934642791748,2.8284311294555664,2.84800124168396,2.848001480102539,2.8527109622955322,5.0,1.8223028182983398,0.610126406370227,0.8066716194152832,1.725142478942871,2.0582542419433594,2.197585344314575,2.3238604068756104,5.0,0.3645502835512161,0.1765708402847439,0.24074076116085052,0.25925925374031067,0.267857164144516,0.3935185372829437,0.6613757014274597
4a6adc5d-0987-4708-8201-d1c93f9d4a38,0.03,5.0,3.0262499809265138,0.3920032445101096,2.6047511100769043,2.848579168319702,2.8730521202087402,3.1800153255462646,3.624852180480957,5.0,1.3209267854690552,0.23028787472575063,1.0136135816574097,1.2168420553207397,1.3348503112792969,1.4020456075668335,1.637282371520996,5.0,0.27130794525146484,0.09100973022939692,0.1527777761220932,0.2222222238779068,0.25925925374031067,0.3472222089767456,0.37505826354026794
4a6adc5d-0987-4708-8201-d1c93f9d4a38,0.05,5.0,3.0262499809265138,0.3920032445101096,2.6047511100769043,2.848579168319702,2.8730521202087402,3.1800153255462646,3.624852180480957,5.0,2.0348960161209106,0.5424950681822005,1.1631639003753662,1.8831363916397095,2.281946897506714,2.2970383167266846,2.549194574356079,5.0,0.36827007830142977,0.11878207227224799,0.17407406866550446,0.34166666865348816,0.4160654544830322,0.43518519401550293,0.47435900568962097
4a6adc5d-0987-4708-8201-d1c93f9d4a38,0.07,5.0,3.0262499809265138,0.3920032445101096,2.6047511100769043,2.848579168319702,2.8730521202087402,3.1800153255462646,3.624852180480957,5.0,2.078688907623291,0.37364047886158325,1.434572696685791,2.0736374855041504,2.2535407543182373,2.3007352352142334,2.330958366394043,5.0,0.3814570665359497,0.09195478142091497,0.27407407760620117,0.3055555522441864,0.4000000059604645,0.4276556968688965,0.5
4c0d3150-c0d3-4f85-8559-f384fd90965d,0.03,5.0,2.3071783781051636,0.49018884117838796,1.4689749479293823,2.3364531993865967,2.450563669204712,2.551448345184326,2.728451728820801,5.0,1.4756323218345642,0.5839388861745262,0.7123869061470032,1.1897028684616089,1.4541984796524048,1.759860634803772,2.2620127201080322,5.0,0.4025132328271866,0.14344945479471177,0.21666665375232697,0.32341268658638,0.4126984179019928,0.4629629850387573,0.5968254208564758
4c0d3150-c0d3-4f85-8559-f384fd90965d,0.05,5.0,2.3071783781051636,0.49018884117838796,1.4689749479293823,2.3364531993865967,2.450563669204712,2.551448345184326,2.728451728820801,5.0,1.2207068726420403,0.884845652725079,0.06845905631780624,0.8272587656974792,0.9850084185600281,2.051846742630005,2.170961380004883,5.0,0.359047631919384,0.26318013561744036,0.0833333358168602,0.2142857164144516,0.236111119389534,0.5376984477043152,0.723809540271759
4c0d3150-c0d3-4f85-8559-f384fd90965d,0.07,5.0,2.3071783781051636,0.49018884117838796,1.4689749479293823,2.3364531993865967,2.450563669204712,2.551448345184326,2.728451728820801,5.0,2.1143740892410277,0.6962220138046024,1.1959747076034546,1.5804319381713867,2.396486282348633,2.547760248184204,2.851217269897461,5.0,0.5423016011714935,0.19721689675629633,0.3333333432674408,0.40714287757873535,0.5343915820121765,0.5925925970077515,0.8440476059913635
7072c831-8ea1-4c6f-8e31-f52b502fc20f,0.03,5.0,2.6846575260162355,0.3094198725656437,2.188450574874878,2.666726589202881,2.691274881362915,2.8768246173858643,3.0000109672546387,5.0,2.026225471496582,0.40564286760704504,1.3556195497512817,1.9813772439956665,2.1361618041992188,2.254657506942749,2.403311252593994,5.0,0.37261422872543337,0.08885518848398963,0.255952388048172,0.3333333432674408,0.36481478810310364,0.41600528359413147,0.49296534061431885
7072c831-8ea1-4c6f-8e31-f52b502fc20f,0.05,5.0,2.6846575260162355,0.3094198725656437,2.188450574874878,2.666726589202881,2.691274881362915,2.8768246173858643,3.0000109672546387,5.0,2.5403939723968505,0.700356748009877,1.521754264831543,2.1589083671569824,2.7789103984832764,2.9674413204193115,3.2749555110931396,5.0,0.4760798543691635,0.16715229728732975,0.2261904925107956,0.4444444477558136,0.4814814627170563,0.5428571701049805,0.6854256987571716
7072c831-8ea1-4c6f-8e31-f52b502fc20f,0.07,5.0,2.6846575260162355,0.3094198725656437,2.188450574874878,2.666726589202881,2.691274881362915,2.8768246173858643,3.0000109672546387,5.0,1.7276203393936158,0.6902050766519819,0.5632705688476562,1.7682342529296875,1.916495680809021,2.0007359981536865,2.3893651962280273,5.0,0.3174603208899498,0.16183782717816425,0.0833333358168602,0.28240740299224854,0.3194444477558136,0.37037038803100586,0.5317460298538208
85afd389-4566-48eb-a3c5-0ca02b5ce406,0.03,5.0,2.3374361038208007,0.30332257172515426,1.9066431522369385,2.150251865386963,2.4455015659332275,2.53893780708313,2.645846128463745,5.0,2.054358172416687,0.20013477416250047,1.7995063066482544,1.8773221969604492,2.167119264602661,2.201911211013794,2.2259318828582764,5.0,0.43650794625282285,0.12305588162117115,0.2619047462940216,0.3630952537059784,0.4861111342906952,0.5,0.5714285969734192
85afd389-4566-48eb-a3c5-0ca02b5ce406,0.05,5.0,2.3374361038208007,0.30332257172515426,1.9066431522369385,2.150251865386963,2.4455015659332275,2.53893780708313,2.645846128463745,5.0,2.062223482131958,0.3348380221382715,1.6742945909500122,1.8954893350601196,1.9130134582519531,2.4042952060699463,2.424024820327759,5.0,0.42261905670166017,0.1396450524324269,0.2757936418056488,0.2777777910232544,0.4523809850215912,0.5416666865348816,0.5654761791229248
85afd389-4566-48eb-a3c5-0ca02b5ce406,0.07,5.0,2.3374361038208007,0.30332257172515426,1.9066431522369385,2.150251865386963,2.4455015659332275,2.53893780708313,2.645846128463745,5.0,1.4078673005104065,0.45675581725133363,0.8913918137550354,1.0074511766433716,1.451703667640686,1.7339658737182617,1.9548239707946777,5.0,0.31767197102308276,0.17212105579451525,0.1111111119389534,0.15079365670681,0.41111111640930176,0.4523809850215912,0.4629629850387573
aa354f7b-27cb-4f91-8550-05e3a8abafa6,0.03,5.0,2.6303452014923097,0.3931939305055757,2.166966199874878,2.449765205383301,2.4977335929870605,2.857447624206543,3.1798133850097656,5.0,1.9780060291290282,0.6605771912065072,1.133557915687561,1.5782142877578735,2.021063804626465,2.3054215908050537,2.8517725467681885,5.0,0.43838625550270083,0.1520820893692055,0.18333333730697632,0.4583333432674408,0.4761904776096344,0.4814814627170563,0.5925926566123962
aa354f7b-27cb-4f91-8550-05e3a8abafa6,0.05,5.0,2.6303452014923097,0.3931939305055757,2.166966199874878,2.449765205383301,2.4977335929870605,2.857447624206543,3.1798133850097656,5.0,2.0332407474517824,0.4309499410972885,1.663171410560608,1.793580412864685,1.9593133926391602,1.9817981719970703,2.7683403491973877,5.0,0.4654761850833893,0.13219111575025766,0.3333333432674408,0.3869047462940216,0.4166666567325592,0.5238094925880432,0.6666666865348816
