,query_uuid,sigma,proximity,geometric_instability,intervention_instability
0,0b1a5f59-d65f-4621-b3e5-2f18e9070826,0.03,1.4421058535575866,0.3229643300175667,0.33333334922790525
1,0b1a5f59-d65f-4621-b3e5-2f18e9070826,0.05,1.4421058535575866,0.15899655688554049,0.13888889917829378
2,0b1a5f59-d65f-4621-b3e5-2f18e9070826,0.07,1.4421058535575866,0.3262297920882702,0.2833333527180214
3,4e0e5ee2-24df-4a23-88e7-ad715239a48d,0.03,0.8722217887639999,0.27463683849200604,0.10000000499999998
4,4e0e5ee2-24df-4a23-88e7-ad715239a48d,0.05,0.8722217887639999,0.08788925036787987,0.16666667265348814
5,4e0e5ee2-24df-4a23-88e7-ad715239a48d,0.07,0.8722217887639999,0.04188389368355274,0.11666667214360427
6,635e1b2a-79ca-41bf-8685-633093cbe929,0.03,1.227650338411331,0.015901514049619436,0.04444444977558133
7,635e1b2a-79ca-41bf-8685-633093cbe929,0.05,1.227650338411331,0.05891028717160225,0.1000000031567827
8,635e1b2a-79ca-41bf-8685-633093cbe929,0.07,1.227650338411331,0.10552454143762588,0.23333333432674408
9,86390155-8b7f-4f62-8844-f4e4812c5742,0.03,1.2074649035930634,0.3801543712615967,0.35555556416511536
10,86390155-8b7f-4f62-8844-f4e4812c5742,0.05,1.2074649035930634,0.32906617522239684,0.24444445222616196
11,86390155-8b7f-4f62-8844-f4e4812c5742,0.07,1.2074649035930634,0.518241423368454,0.36666667759418486
12,ad30b2aa-186f-4ab2-874b-894331761817,0.03,0.6025784552097321,0.11925484389066696,0.411111119389534
13,ad30b2aa-186f-4ab2-874b-894331761817,0.05,0.6025784552097321,0.2216578409075737,0.2777777830825577
14,ad30b2aa-186f-4ab2-874b-894331761817,0.07,0.6025784552097321,0.29976563453674315,0.475555557012558
15,b6babaf8-c233-4736-ac9c-1aa6e3ab4e58,0.03,1.139804095029831,0.12032436057925225,0.26666666716337206
16,b6babaf8-c233-4736-ac9c-1aa6e3ab4e58,0.05,1.139804095029831,0.17941350042819976,0.1666666736337204
17,b6babaf8-c233-4736-ac9c-1aa6e3ab4e58,0.07,1.139804095029831,0.1587204448878765,0.2333333383069763
18,ba416c3d-d3ca-4873-b9bc-e8d118bc1035,0.03,0.7786655128002167,0.0758134575560689,0.05555555971453474
19,ba416c3d-d3ca-4873-b9bc-e8d118bc1035,0.05,0.7786655128002167,0.07816349379718304,4.999999969612645e-09
20,ba416c3d-d3ca-4873-b9bc-e8d118bc1035,0.07,0.7786655128002167,0.0651935962960124,0.06666667165348814
21,c7fb7f4d-8a6d-433a-83ea-5c502620cc46,0.03,0.8334300935268402,0.1762831464409828,0.18888889468817766
22,c7fb7f4d-8a6d-433a-83ea-5c502620cc46,0.05,0.8334300935268402,0.2766411751508713,0.4666666775941849
23,c7fb7f4d-8a6d-433a-83ea-5c502620cc46,0.07,0.8334300935268402,0.3879342168569565,0.5000000119209289
24,d408e2de-7e69-466d-a83c-597e3639b1ee,0.03,0.8222892433404922,0.37694199234247205,0.30000000796046444
25,d408e2de-7e69-466d-a83c-597e3639b1ee,0.05,0.8222892433404922,0.44445765763521194,0.2666666716337204
26,d408e2de-7e69-466d-a83c-597e3639b1ee,0.07,0.8222892433404922,0.48911058008670805,0.4555555671453476
27,fb34b33a-93c5-45d0-8571-c7b90216050c,0.03,0.7815118730068207,0.37937087267637254,0.32222222834825515
28,fb34b33a-93c5-45d0-8571-c7b90216050c,0.05,0.7815118730068207,0.2887838214635849,0.3277777969837189
29,fb34b33a-93c5-45d0-8571-c7b90216050c,0.07,0.7815118730068207,0.3550078719854355,0.16666667230038698
