,dataset,sigma,proximity,geometric_instability,intervention_instability
0,german,0.03,2.5992800617218017,1.7191957831382751,0.37707211427390575
1,german,0.05,2.5992800617218017,1.8585284912586213,0.4064931983500719
2,german,0.07,2.5992800617218017,1.9126805090904235,0.4111974234133959
