,dataset,sigma,proximity,geometric_instability,intervention_instability
0,compas,0.03,0.9707722157239914,0.22416457273066043,0.237777784543294
1,compas,0.05,0.9707722157239914,0.2123979759030044,0.21555556351426286
2,compas,0.07,0.9707722157239914,0.2747611995227635,0.28977778551222405
